School,City,StateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude
Paul Mitchell the School-Fresno,Fresno,CA,4165900.0,,,,-119.782437,36.809778
Unitek College,Fremont,CA,4169700.0,,,58667.0,-121.961761,37.50904
Gurnick Academy of Medical Arts,San Mateo,CA,4169800.0,,,,-122.307618,37.547377
Paul Mitchell the School-East Bay,Pleasant Hill,CA,4175200.0,,,,-122.061226,37.94492
South University-Richmond,Glen Allen,VA,1303910.0,,,31674.0,-77.599967,37.64706
South University-Virginia Beach,Virginia Beach,VA,1303911.0,,,31674.0,-76.124288,36.8336
Aveda Institute-Denver,Denver,CO,4167100.0,,,,-104.992758,39.745214
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,4170200.0,,,,-104.828339,38.832889
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,4173800.0,,,,-104.750884,38.896966
Paul Mitchell the School-Delaware,Newark,DE,4171100.0,,,,-75.680231,39.62274
Future-Tech Institute,Miami,FL,4116400.0,,,25900.0,-80.251401,25.7646
Fred K Marchman Technical College,New Port Richey,FL,4146300.0,,,,-82.691779,28.271196
The Salon Professional Academy-Ft Myers,Fort Myers,FL,4167300.0,,,,-81.887326,26.595568
Universal Spa Training Academy,Downers Grove,IL,4175000.0,,,,-87.99384,41.796008
The Salon Professional Academy-Evansville,Evansville,IN,4172700.0,,,,-87.483521,37.98732
Tri County Regional Vocational Technical High School,Franklin,MA,4122000.0,,,,-71.421577,42.094957
Compass College of Film and Media,Grand Rapids,MI,4163300.0,0.2131,1095.0,27000.0,-85.667065,42.961875
Nova Academy of Cosmetology,Rochester,MN,4157600.0,,,,-92.509748,44.08537
SAE Institute of Technology-New York,New York,NY,3830304.0,,,,-73.999073,40.741353
Sage School of Massage & Esthetics,Bend,OR,4167400.0,,,,-121.358102,44.058731
Peloton College,Dallas,TX,4168700.0,,,,-96.769353,32.861997
ABC Beauty Academy,Richardson,TX,4168800.0,,,,-96.685333,32.931698
Salon & Spa Institute,Brownsville,TX,4169000.0,,,,-97.508606,25.938911
American Beauty Academy,Payson,UT,4169900.0,,,,-111.733488,40.034634
Summit Salon Academy,Tacoma,WA,4170100.0,,,,-122.472325,47.223485
Paul Mitchell the School-Milwaukee,Wauwatosa,WI,4165300.0,,,,-88.257785,43.044227
Touro University Worldwide,Los Alamitos,CA,4142500.0,,,27335.0,-118.057754,33.808683
Touro University California,Vallejo,CA,4142600.0,,,,-122.263949,38.085479
The Chicago School of Professional Psychology at Washington DC,Washington,DC,2155306.0,0.101,,,-77.033071,38.90163
Touro University Nevada,Henderson,NV,4142601.0,,,,-115.024012,36.043189
Herzing University-Kenosha,Kenosha,WI,962103.0,0.9201,,28529.0,-87.820105,42.582628
Herzing University-Brookfield,Brookfield,WI,962104.0,0.9201,,29268.0,-88.110994,43.035738
Texas A&M University-San Antonio,San Antonio,TX,4248500.0,0.5985,1022.0,21104.0,-98.52417,29.304762
Fortis Institute,Houston,TX,3493305.0,,,,-95.395051,29.93744
Southern Careers Institute-Brownsville,Brownsville,TX,3035305.0,,,,-97.501124,25.936988
Southern Careers Institute-Harlingen,Harlingen,TX,3035306.0,,,,-97.675281,26.20385
Strayer University-Global Region,Washington,DC,145900.0,,,28284.0,-77.034001,38.90485
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,3052301.0,,,,-79.80945,34.238425
Fortis College-Columbia,Columbia,SC,1031906.0,,,28423.0,-81.081809,34.01512
Ross Medical Education Center-Davison,Davison,MI,2339703.0,,,,-83.516551,43.021829
Ross Medical Education Center-Granger,Granger,IN,2180108.0,,,,-86.174277,41.717835
Ross Medical Education Center-Niles,Niles,OH,2533603.0,,,,-80.746465,41.212037
Ross Medical Education Center-Canton,Canton,MI,2099705.0,,,,-83.482675,42.324442
Pima Medical Institute-Houston,Houston,TX,2217118.0,,,,-95.562287,29.838306
Illinois Media School-Chicago Campus,Chicago,IL,3101801.0,,,,-87.627971,41.87496
Miller-Motte College-STVT-San Antonio,San Antonio,TX,2306808.0,,,,-98.4891,29.35599
Concorde Career College-Dallas,Dallas,TX,887101.0,0.945,,,-96.741711,32.91856
Concorde Career Institute-Orlando,Orlando,FL,2089601.0,0.9049,,,-81.340421,28.55984
Concorde Career College-San Antonio,San Antonio,TX,2361602.0,0.965,,,-98.582351,29.49003
Johnson & Wales University-Online,Providence,RI,340400.0,0.846,,25224.0,-71.41277,41.819956
Fairfax University of America,Fairfax,VA,4144000.0,,,,-77.347751,38.84905
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,4175900.0,0.3373,,31578.0,-77.567654,40.619424
Moreno Valley College,Moreno Valley,CA,4173500.0,,,13773.0,-117.20271,33.88744
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,4155301.0,,,,-77.584781,43.159086
Norco College,Norco,CA,4176100.0,,,13844.0,-117.570212,33.917387
Dorsey College-Saginaw,Saginaw,MI,469208.0,,,36265.0,-83.973056,43.47055
Milan Institute of Cosmetology-La Quinta,La Quinta,CA,2248210.0,,,,-116.288341,33.711954
Milan Institute-Boise,Boise,ID,3422303.0,,,,-116.295195,43.59086
Milan Institute of Cosmetology-El Paso,El Paso,TX,2248211.0,,,,-106.300156,31.749325
Universal Technical Institute-Dallas Fort Worth,Irving,TX,2362003.0,,,,-97.012741,32.93806
ICPR Junior College,Manati,PR,1194004.0,,,13286.0,-66.493841,18.429025
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,3816301.0,,,,-81.94718,28.053634
American Sentinel College of Nursing and Health Sciences,Waterbury,CT,4127700.0,,,,-104.870151,39.673548
Hawaii Medical College,Honolulu,HI,4182200.0,,,41885.0,-157.847652,21.295164
Carolina College of Hair Design,Asheville,NC,4178100.0,,,,-82.601533,35.584088
College of Massage Therapy,Blackfoot,ID,4168600.0,,,,-112.346975,43.193422
Miller-Motte College-Jacksonville,Jacksonville,NC,2306821.0,,,,-77.432163,34.797826
Miller-Motte College-Augusta,Augusta,GA,2306814.0,,,,-82.086986,33.494994
Miller-Motte College-Conway,Conway,SC,2306819.0,,,,-78.993461,33.788822
Aveda Institute-Portland,Portland,OR,4171400.0,,,,-122.68474,45.525507
Chamberlain University-Virginia,Vienna,VA,638506.0,0.768,,,-77.220505,38.910459
Stevens-Henager College,Boise,ID,367406.0,,,31237.0,-116.27829,43.591087
Penrose Academy,Scottsdale,AZ,4175300.0,0.8889,,,-111.927617,33.608309
Skin Institute,Saint Louis,MO,4174000.0,,,,-90.364232,38.527717
Beauty Academy of South Florida,Hialeah Gardens,FL,4170300.0,,,,-80.323571,25.86289
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,2230502.0,,,,-96.803615,32.984161
The Salon Professional Academy-North Little Rock,Sherwood,AR,4183400.0,,,,-92.20198,34.858161
The Salon Professional Academy-St Charles,St. Charles,MO,4170600.0,,,,-90.538719,38.788891
Mildred Elley-New York Campus,New York,NY,2219503.0,,,27446.0,-74.014004,40.705781
National Paralegal College,Phoenix,AZ,4157400.0,,,19304.0,-112.064275,33.530663
Carolina College of Biblical Studies,Fayetteville,NC,4154200.0,,,21340.0,-78.939514,35.05141
Northeast Technology Center,Pryor,OK,2052700.0,,,,-95.309265,36.294408
Allstate Hairstyling & Barber College,Cleveland,OH,2324400.0,,,,-81.704403,41.484002
Omega Graduate School,Dayton,TN,3840300.0,,,,-85.053774,35.468142
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,4073300.0,,,,-81.785303,36.263233
New York Film Academy,Burbank,CA,4118800.0,,,54738.0,-118.335567,34.152076
International College of Cosmetology,Oakland,CA,4145600.0,,,,-122.220803,37.774887
Bella Capelli Academy,Monroeville,PA,4151700.0,,,,-79.781672,40.432494
Institute of Medical Careers,Pittsburgh,PA,4155100.0,,,,-79.823825,40.465286
Flagler Technical College,Palm Coast,FL,4158300.0,,,,-81.211337,29.47629
Galaxy Medical College,North Hollywood,CA,4159600.0,1.0,,,-118.396209,34.186976
American Medical Sciences Center,Glendale,CA,4159700.0,,,,-118.256991,34.147117
Mandalyn Academy,American Fork,UT,4161900.0,,,,-111.78129,40.371763
Jose Maria Vargas University,Pembroke Pines,FL,4162000.0,,,,-80.281548,26.009656
American Academy of Health and Beauty,Manchester,NH,4162200.0,,,,-71.480701,42.967431
D A Dorsey Technical College,Miami,FL,4164600.0,,,,-80.225732,25.839575
Keweenaw Bay Ojibwa Community College,Baraga,MI,4164700.0,,,12367.0,-88.507761,46.782535
Meridian Institute of Surgical Assisting,Nashville,TN,4165000.0,,,,-86.842536,36.187738
Mauna Loa Helicopters,Kailua Kona,HI,4165200.0,,,,-156.041847,19.729107
Acaydia School of Aesthetics,Provo,UT,4165500.0,,,,-111.65823,40.234627
Holistic Massage Training Institute,Baltimore,MD,4168900.0,,,,-76.603096,39.322479
Diamonds Cosmetology College,Sherman,TX,4169100.0,,,,-96.606125,33.673442
Northern Virginia School of Therapeutic Massage,Falls Church,VA,4169400.0,,,,-77.160302,38.873422
Paul Mitchell the School-St Louis,St. Louis,MO,4170700.0,,,,-90.262731,38.64474
Advanced Training Institute,Las Vegas,NV,4171000.0,,,,-115.206821,36.09589
Shepherds Theological Seminary,Cary,NC,4173000.0,,,,-78.742623,35.744334
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,4173200.0,,,,-111.934309,40.586803
Santa Ana Beauty Academy,Santa Ana,CA,4173400.0,,,,-117.835205,33.766402
Manna University,Fayetteville,NC,4173700.0,1.0,,14977.0,-78.961305,35.058616
Evolve Beauty Academy,Washing,MO,4173900.0,,,,-91.013977,38.551723
Aveda Institute-New Mexico,Albuquerque,NM,4174500.0,,,,-106.667464,35.091873
American Trade School,Saint Ann,MO,4174800.0,,,,-90.380141,38.72876
Estelle Skin Care and Spa Institute,Skokie,IL,4174900.0,,,,-87.747041,42.06358
Paul Mitchell the School-Honolulu,Honolulu,HI,4175100.0,,,,-157.800461,21.28206
Elite Cosmetology School,PALM DESERT,CA,4175400.0,,,,-116.435531,34.121188
American Technical Institute,Bayamon,PR,4176000.0,,,,-66.184489,18.379307
Bergin University of Canine Studies,Penngrove,CA,4176300.0,,,,-122.681602,38.3032182
Aveda Institute-Boise,Boise,ID,4176700.0,,,,-116.309994,43.620545
Pima Medical Institute-Aurora,Aurora,CO,4177100.0,,,,-104.831481,39.6956
Capilo School of Hair Design,Augusta,ME,4177400.0,,,,-69.777717,44.317693
Pure Aesthetics Natural Skincare School,Tucson,AZ,4177500.0,,,,-110.929841,32.23572
Lindsey Institute of Cosmetology,Bowling Green,KY,4177600.0,,,,-86.420808,36.947279
Buckner Barber School,Dallas,TX,4177900.0,,,,-96.684709,32.737175
Simmons College of Kentucky,Louisville,KY,4178000.0,0.913,,15730.0,-85.764811,38.239519
Atelier Esthetique Institute of Esthetics,New York,NY,4178700.0,,,,-73.995669,40.746376
Advanced College of Cosmetology,Waupun,WI,4179200.0,,,,-88.736198,43.632848
North American University,Stafford,TX,4179500.0,,,20685.0,-95.588338,29.646303
United Beauty College,Denver,CO,4179700.0,,,,-105.025463,39.68573
Cinta Aveda Institute,San Francisco,CA,4180000.0,,,,-122.404307,37.790935
Long Island Nail Skin & Hair Institute,Levittown,NY,4180200.0,,,,-73.499036,40.725914
Keser Torah-Mayan Hatalmud,Lakewood,NJ,4180300.0,0.9375,,15550.0,-74.17029,40.098369
Southern California Health Institute,North Hollywood,CA,4181200.0,,,,-118.370014,34.173485
Best Care College,East Orange,NJ,4181400.0,,,,-74.221116,40.765332
First Class Cosmetology School,Beloit,WI,4182100.0,,,,-89.036231,42.49901
Millennia Atlantic University,Doral,FL,4182500.0,,,,-80.352717,25.808134
Abcott Institute,Southfield,MI,4183300.0,,,,-83.210617,42.446331
The Salon Professional Academy-Kenosha,Kenosha,WI,4183600.0,,,,-87.853088,42.55804
Paul Mitchell the School-Indianapolis,Indianapolis,IN,4184000.0,,,,-86.127361,39.640007
Taylor Andrews Academy-St George,St. George,UT,4184200.0,,,,-113.533821,37.101622
Protege Academy,East Lansing,MI,4184700.0,,,,-84.452903,42.724862
Colorado Academy of Veterinary Technology,Colorado Springs,CO,4185000.0,1.0,,24285.0,-104.790429,38.794277
Northeast Technical Institute,Scarborough,ME,4185100.0,,,,-70.314892,43.608171
Elite School of Cosmetology,Norwalk,OH,4185900.0,,,,-82.60795,41.233614
Paul Mitchell the School-Las Vegas,Las Vegas,NV,4186300.0,,,,-115.117034,36.016734
Summit Salon Academy-Kokomo,Kokomo,IN,4186600.0,,,,-86.106111,40.474971
Florida Academy,Fort Myers,FL,4188300.0,,,,-81.825149,26.608576
Institute for Doctoral Studies in the Visual Arts,Portland,ME,4188800.0,,,,-70.272161,43.65405
State Career College,Waukegan,IL,4189600.0,,,,-87.870502,42.370787
Academy for Salon Professionals,Northridge,CA,4189800.0,,,,-118.558215,34.23396
Paul Mitchell the School-Spokane,Spokane Valley,WA,4191900.0,,,,-117.19893,47.658368
International College of Beauty Arts & Sciences,Los Angeles,CA,4186900.0,,,,-118.273227,34.148057
The Salon Professional Academy,Plainfield,IL,4189200.0,,,,-88.203774,41.540252
John Paul the Great Catholic University,Escondido,CA,4193700.0,0.7677,1102.0,45863.0,-117.082401,33.12085
University of Connecticut-Hartford Campus,Hartford,CT,141701.0,0.6379,1222.0,21187.0,-72.672175,41.762673
Ottawa University-Surprise,Surprise,AZ,193722.0,0.5389,1017.0,45139.0,-112.368233,33.628923
Independence University,Salt Lake City,UT,367409.0,,,31805.0,-111.870034,40.684326
Chamberlain University-Missouri,St. Louis,MO,638507.0,0.768,,26763.0,-90.436283,38.701907
Chamberlain University-Texas,Houston,TX,638508.0,0.768,,34047.0,-95.560414,29.838386
Continental School of Beauty Culture-Mattydale,Mattydale,NY,752205.0,,,,-76.147295,43.105938
Carrington College-Ontario,Ontario,CA,974811.0,,,,-117.55038,34.068584
Paul Mitchell the School-Columbia,West Columbia,SC,1179901.0,,,,-81.039954,33.997804
Paul Mitchell the School-Charleston,North Charleston,SC,1179902.0,,,,-80.022852,32.874611
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,1209202.0,,,,-82.484519,34.791087
Northwest College-Eugene,Springfield,OR,2101003.0,,,,-123.046328,44.078014
Northwest College-Tualatin,Tualatin,OR,2101004.0,,,,-122.762464,45.382946
San Joaquin Valley College-Hanford Classroom,Hanford,CA,2120705.0,,,,-119.647869,36.32604
CET-Soledad,Soledad,CA,2332868.0,,,,-121.316599,36.41456
United Education Institute-UEI College-Oceanside,Oceanside,CA,2559317.0,,,,-117.118524,33.131561
Vanguard College of Cosmetology-Metairie,Metairie,LA,2554800.0,,,,-90.163276,30.004827
United Education Institute-Garden Grove,Garden Grove,CA,2559312.0,,,,-117.922969,33.851393
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,2584401.0,,,,-71.115989,42.730818
Dewey University-Manati,Manati,PR,3112109.0,,,11146.0,-66.487333,18.433307
Allen School-Phoenix,Phoenix,AZ,3358303.0,,,,-112.11743,33.629635
Oklahoma Technical College,Tulsa,OK,3367402.0,,,,-95.905011,36.098687
Midwest Technical Institute-Moline,Moline,IL,3368303.0,,,,-90.483614,41.489394
Unitech Training Academy-Alexandria,Alexandria,LA,3789303.0,,,,-92.460375,31.265718
Unitech Training Academy-Lake Charles,Lake Charles,LA,3789304.0,,,,-93.192846,30.204239
Aveda Institute-Los Angeles,Los Angeles,CA,4137801.0,,,,-118.446566,34.062797
UEI College-Riverside,Riverside,CA,3969601.0,,,,-117.351755,33.975392
WellSpring School of Allied Health-Lawrence,Lawrence,KS,3970401.0,,,,-95.235123,38.965848
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,4125501.0,,,,-96.991589,28.799901
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,4147301.0,,,,-87.660911,41.999802
Los Angeles Pacific University,San Dimas,CA,4278800.0,,,26995.0,-117.827484,34.110723
California College San Diego-CollegeAmerica-Phoenix,Phoenix,AZ,2110803.0,,,29067.0,-112.117971,33.574685
Avalon Institute-Phoenix,Phoenix,AZ,1085801.0,,,,-112.068,33.641761
Avalon Institute-Layton,Layton,UT,1085802.0,,,,-112.003639,41.089919
Aveda Institute-Des Moines,West Des Moines,IA,4203300.0,,,,-93.802586,41.562675
Fortis Institute-Lawrenceville,Lawrenceville,NJ,2132302.0,,,,-74.719102,40.260811
Relay Graduate School of Education,New York,NY,4208600.0,,,,-74.013948,40.70563
Miller-Motte College-Macon,Macon,GA,2306825.0,,,,-83.687065,32.897821
South University-Savannah Online,Savannah,GA,1303900.0,,,27732.0,-81.105531,31.999481
San Joaquin Valley College-Temecula,Temecula,CA,2120709.0,,,,-117.166502,33.525983
Whitworth University-Adult Degree Programs,Spokane,WA,380400.0,0.9101,1171.0,,-117.411568,47.751642
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,4250101.0,,,,-119.70516,34.424542
Springfield College-Regional Online and Continuing Education,Springfield,MA,221100.0,0.6341,1239.0,,-72.556647,42.1022
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,3440402.0,,,,-118.465561,34.177483
Milan Institute-Las Vegas,Las Vegas,NV,3422304.0,,,,-115.170333,36.16159
Catholic Distance University,Charles Town,WV,4124200.0,,,,-77.859242,39.287311
New York School of Esthetics & Day Spa,white plains,NY,4190500.0,,,,-73.781183,41.035422
Panache Academy of Beauty,Baraboo,WI,4202800.0,,,,-89.780047,43.5762
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,753205.0,1.0,,,-76.987844,42.876429
ASI Career Institute,Turnersville,NJ,4188700.0,,,,-75.045442,39.756604
Midwest Technical Institute-Ridgeland,Ridgeland,MS,3368304.0,,,,-90.178196,32.402516
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,4184500.0,,,,-74.358331,40.868977
City College-Hollywood,Hollywood,FL,2515403.0,0.8889,,24585.0,-80.22004,26.025173
Paul Mitchell the School-Arlington,Arlington,TX,1248302.0,,,,-97.107997,32.680899
Rocky Mountain University of Health Professions,Provo,UT,4193200.0,,,,-111.656188,40.211724
Paul Mitchell the School-Fort Myers,Fort Myers,FL,3907301.0,,,,-81.792422,26.495581
Paul Mitchell the School-Raleigh,Raleigh,NC,4204700.0,,,,-78.740471,35.882566
CUNY Stella and Charles Guttman Community College,New York,NY,4210100.0,,,13029.0,-73.984131,40.75281
Lil Lou's Beauty and Barber College,Gary,IN,4205500.0,,,,-87.335811,41.53025
Criswell College,Dallas,TX,4121800.0,1.0,1040.0,23142.0,-96.77669,32.793513
Beverly Hills Design Institute,Beverly Hills,CA,4185500.0,0.5,,39471.0,-118.375621,34.06463
Reflections Academy of Beauty,Decatur,IL,4189400.0,,,,-88.956239,39.843265
UCAS University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,2285902.0,,,,-98.468021,26.24605
Annenberg School of Nursing,Reseda,CA,4191300.0,1.0,,,-118.553851,34.200825
American Medical Academy,Miami,FL,4192100.0,,,,-80.393361,25.66273
Tooele Technical College,Tooele,UT,4191500.0,,,,-112.325714,40.527752
Chamberlain University-Georgia,Atlanta,GA,638511.0,0.768,,38903.0,-84.351949,33.911943
Chamberlain University-Indiana,Indianapolis,IN,638510.0,0.768,,26763.0,-86.111061,39.91916
Carrington College-Mesquite,Mesquite,TX,2218002.0,,,,-96.625985,32.815899
Sessions College for Professional Design,Tempe,AZ,4217600.0,,,17877.0,-111.941123,33.427133
Tulsa Welding School-Jacksonville,Jacksonville,FL,961803.0,,,,-81.56007,30.313564
Empire Beauty School-Virginia Beach,Virginia Beach,VA,2079404.0,,,,-76.135548,36.838455
Ross Medical Education Center-Morgantown,Morgantown,WV,2180109.0,,,,-79.943611,39.652359
Paul Mitchell the School-Ogden,Ogden,UT,2556802.0,,,,-111.974233,41.225229
Miami Ad School-New York,Astoria,NY,3125603.0,,,,-73.925071,40.755046
Larry's Barber College,Chicago,IL,4117600.0,,,,-87.643207,41.703711
Futura Career Institute,Hialeah,FL,4133900.0,,,,-80.306991,25.863128
Flair Beauty College,Valencia,CA,4158900.0,,,,-118.550015,34.414463
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,4178200.0,,,,-98.523455,29.462345
Vogue College of Cosmetology,San Antonio,TX,4178300.0,,,,-98.602991,29.465563
Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,4179900.0,,,,-76.529229,37.133072
Medical Allied Career Center,Santa Fe Springs,CA,4185600.0,,,,-118.062402,33.91871
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,4188400.0,1.0,,22350.0,-76.674414,39.379528
Barber & Beauty Institute of New York,Hempstead,NY,4189000.0,,,,-73.615341,40.69983
Salon Institute-Toledo Campus,Toledo,OH,4189100.0,,,,-83.696989,41.674855
Athena Career Academy,Toledo,OH,4192200.0,1.0,,,-83.665339,41.614633
Yeshiva Gedolah Zichron Leyma,Union,NJ,4192400.0,0.7857,,16750.0,-74.268351,40.6992
The Barber School,Midvale,UT,4192700.0,,,,-111.891446,40.621415
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,4192800.0,,,17120.0,-74.029573,41.1382062
Rio Grande Valley College,Pharr,TX,4193000.0,,,,-98.177978,26.24215
Alexander Academy,Lunenburg,MA,4193100.0,,,,-71.769406,42.587705
Aveda Institute-Tucson,Tucson,AZ,4194500.0,0.4397,,,-110.968361,32.220141
Diamond Beauty College,South El Monte,CA,4195200.0,,,,-118.046711,34.062971
Unitek College,South San Francisco,CA,4195402.0,,,,-122.455603,37.65642
University Academy of Hair Design,Tuscaloosa,AL,4197500.0,,,,-87.559744,33.19105
Florida Institute of Recording Sound and Technology,Orlando,FL,4197600.0,,,,-81.411511,28.57897
Paul Mitchell the School-Reno,Reno,NV,4203100.0,,,,-119.803848,39.509232
Boise Barber College,Boise,ID,4203200.0,,,,-116.278054,43.588823
Austin Kade Academy,Idaho Falls,ID,4203500.0,,,,-112.001128,43.482859
Aesthetic Science Institute,Latham,NY,4204300.0,,,,-73.794947,42.76194
Elaine Sterling Institute,Atlanta,GA,4204500.0,,,,-84.363266,33.846647
Wade Gordon Hairdressing Academy,Amarillo,TX,4205200.0,,,,-101.873963,35.186494
Mitsu Sato Hair Academy,Overland Park,KS,4205300.0,,,,-94.670149,38.964694
FVI School of Nursing and Technology,Miami,FL,4206300.0,,,,-80.321789,25.773542
SAE Institute of Technology-Atlanta,Atlanta,GA,3830302.0,,,,-84.38696,33.75993
Academy di Firenze,Jerome,ID,4207200.0,,,,-114.519826,42.723871
SAE Institute of Technology-Miami,North Miami Beach,FL,3830303.0,,,,-80.155391,25.92387
Colorado State University-Global Campus,Aurora,CO,4208700.0,0.9826,1052.0,18869.0,-104.786666,39.724786
Paul Mitchell the School-Overland Park,Overland Park,KS,4209300.0,,,,-94.688051,38.95593
Medspa Academies,South Jordan,UT,4210300.0,,,,-111.912821,40.55681
Brighton Institute of Cosmetology,Brighton,MI,4211200.0,,,,-83.743486,42.521018
West Coast University-Dallas,Dallas,TX,3698304.0,,,27991.0,-96.873805,32.82746
Empire Beauty School-Savannah,Savannah,GA,2173205.0,,,,-81.110045,32.008498
Ogle School Hair Skin Nails-Denton,Denton,TX,1301602.0,,,,-97.113213,33.192334
Empire Beauty School-West Greensboro,Greensboro,NC,2079413.0,,,,-79.90432,36.051588
California College San Diego,San Marcos,CA,2110802.0,,,31177.0,-117.160658,33.138303
Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,2178901.0,,,,-74.554569,39.383782
Hays Academy of Hair Design,Salina,KS,2257702.0,,,,-97.607551,38.8398
Bellus Academy,Manhattan,KS,2343401.0,,,,-96.60827,39.191749
MotoRing Technical Training Institute,East Providence,RI,3115201.0,0.8169,,,-71.384761,41.81866
Columbia College,Centreville,VA,4127301.0,,,,-77.434496,38.838042
Unitek College,Hayward,CA,4195400.0,,,,-122.116059,37.661039
Medical Career Institute,Ocean,NJ,4207500.0,,,,-74.046322,40.263786
Advance Beauty Techs Academy,San Jacinto,CA,4206800.0,,,,-117.517655,33.884074
Elevate Salon Institute-Westminster,Westminster,CO,4195300.0,,,,-105.072521,39.857821
Brand College,Glendale,CA,4194600.0,1.0,,,-118.265551,34.15799
Hinton Barber and Beauty College,Vallejo,CA,4209800.0,,,,-122.245384,38.109629
Advanced Career Institute,Visalia,CA,4208900.0,,,,-119.38533,36.344669
Digital Film Academy,New York,NY,4206200.0,,,,-73.991082,40.760073
MyComputerCareer.edu-Raleigh,Raleigh,NC,4206500.0,,,,-78.727186,35.767841
South University-Austin,Round Rock,TX,1303915.0,,,29177.0,-97.689972,30.479474
Bryant & Stratton College-Online,Orchard Park,NY,267802.0,,,19295.0,-78.770363,42.790174
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,1301601.0,,,,-98.503686,29.518311
Ideal Beauty Academy,Louisville,KY,4038700.0,,,,-85.568052,38.225024
Mercyhurst University-North East Campus,North East,PA,329701.0,0.8802,,22382.0,-79.835745,42.219677
Warner Pacific University Professional and Graduate Studies,Portland,OR,322500.0,1.0,,21072.0,-122.56253,45.503764
Platt College-Riverside,Riverside,CA,3062702.0,,,34698.0,-117.298365,33.932923
Empire Beauty School-Glen Burnie,Glen Burnie,MD,966402.0,,,,-76.616551,39.203264
International School of Cosmetology,Scottsdale,AZ,2255402.0,,,,-111.889421,33.536609
United Education Institute-UEI College Stockton,Stockton,CA,2559318.0,,,,-121.308461,37.99756
Shiloh University,Rancho Cucamonga,CA,4259600.0,0.3333,,,-91.705724,41.459135
Ross Medical Education Center-Dayton,Dayton,OH,2246303.0,,,,-84.126037,39.816855
Ross Medical Education Center-Ontario,Ontario,OH,2339704.0,,,,-82.591867,40.77421
Ross Medical Education Center-Bowling Green,Bowling Green,KY,2099706.0,,,,-86.433521,36.966303
Florida Institute of Technology-Online,Melbourne,FL,146900.0,0.7085,1241.0,29005.0,-80.624378,28.065754
Rasmussen University-Kansas,Topeka,KS,869424.0,,,23962.0,-95.751719,39.056302
Columbia Institute,Silver Spring,MD,4127302.0,,,,-77.08083,39.056035
School of Missionary Aviation Technology,Ionia,MI,4207000.0,,,,-85.07224,42.941371
Ace Cosmetology and Barber Training Center,Waterbury,CT,4219200.0,,,,-72.987416,41.593956
California Miramar University,San Diego,CA,4189700.0,0.5833,,20578.0,-117.11851,32.77942
Rocky Vista University,Parker,CO,4218900.0,,,,-104.815034,39.563516
The College of Health Care Professions-Dallas,Dallas,TX,3426301.0,,,,-96.875021,32.830186
The College of Health Care Professions-Fort Worth,Fort Worth,TX,3128103.0,,,,-97.311645,32.816901
Shear Finesse Beauty Academy,Jacksonville,FL,4209500.0,,,,-81.558157,30.319276
Miami Media School,Doral,FL,3078000.0,,,,-80.325673,25.783576
Academy of Salon Professionals,Sedalia,MO,4212100.0,,,,-93.251559,38.690729
CyberTex Institute of Technology,Austin,TX,4187800.0,,,,-97.7030305,30.324403
New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,2202501.0,,,,-73.179406,41.186706
Gemini School of Visual Arts & Communication,Austin,TX,4219700.0,0.25,,,-97.846121,30.50915
Designer Barber & Stylist School,Ft Smith,AR,4220000.0,1.0,,,-94.370331,35.359477
Paul Mitchell the School-Woodbridge,Woodbridge,VA,2149902.0,,,,-77.293304,38.635367
College of the Muscogee Nation,Okmulgee,OK,4224900.0,,,20522.0,-95.936439,35.635288
The Salon Professional Academy-Huntsville,Huntsville,AL,4211000.0,,,,-86.655724,34.736145
Midwives College of Utah,Salt Lake City,UT,4218300.0,1.0,,24516.0,-111.857036,40.71089
Aspen Beauty Academy of Laurel,Laurel,MD,4204000.0,,,,-76.822219,39.099633
M T Training Center,Grand Prairie,TX,4226400.0,,,,-97.042564,32.72
Berks Career & Technology Center,Leesport,PA,4041300.0,,,,-76.000808,40.388341
